filename,,name,filename,original_shape,transformed_shape,params,reduction_time,accuracy,train_time,score_series
"100_0.33_(-500, 500)",223,sparse JL transform,"100_0.33_(-500, 500)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.954462768,1.0,0.282516611,100.0
"100_0.66_(-100, 100)",2,extremely sparse JL transform,"100_0.66_(-100, 100)","(1000, 1000)","(1110, 1175)","{'ep': 0.1, 'de': 0.05}",0.02012762,1.0,0.263956153,200.0
"100_0.66_(-100, 100)",27,extremely sparse JL transform,"100_0.66_(-100, 100)","(1000, 10000)","(1110, 3007)","{'ep': 0.05, 'de': 0.1}",0.1208166,1.0,0.953628703,200.0
"100_0.66_(-100, 100)",52,extremely sparse JL transform,"100_0.66_(-100, 100)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.238042693,1.0,0.736517572,200.0
"100_0.66_(-100, 100)",78,extremely sparse JL transform,"100_0.66_(-100, 100)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.355665804,1.0,1.467529244,200.0
"100_0.66_(-100, 100)",119,sparse JL transform,"100_0.66_(-100, 100)","(10000, 10000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.559840029,1.0,0.270109348,200.0
"100_0.66_(-100, 100)",152,JL transform,"100_0.66_(-100, 100)","(10000, 20000)","(10110, 88)","{'ep': 0.9, 'de': 0.05}",0.988998215,1.0,0.191397253,200.0
"100_0.66_(-100, 100)",156,extremely sparse JL transform,"100_0.66_(-100, 100)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.699179673,1.0,2.136875875,200.0
"100_0.66_(-100, 100)",205,JL transform,"100_0.66_(-100, 100)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.957134795,1.0,0.207676402,200.0
"100_0.66_(-100, 100)",231,JL transform,"100_0.66_(-100, 100)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.771260833,0.94,0.263724707,73.39040223999997
"100_0.66_(-1000, 1000)",0,extremely sparse JL transform,"100_0.66_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.016505032,1.0,0.697640726,200.0
"100_0.66_(-1000, 1000)",26,extremely sparse JL transform,"100_0.66_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.148529914,1.0,0.696077465,200.0
"100_0.66_(-1000, 1000)",52,extremely sparse JL transform,"100_0.66_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.264252329,1.0,0.674165617,200.0
"100_0.66_(-1000, 1000)",78,extremely sparse JL transform,"100_0.66_(-1000, 1000)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.34384636,1.0,1.835178259,200.0
"100_0.66_(-1000, 1000)",117,sparse JL transform,"100_0.66_(-1000, 1000)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.811997945,1.0,0.297757054,200.0
"100_0.66_(-1000, 1000)",142,sparse JL transform,"100_0.66_(-1000, 1000)","(10000, 20000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",1.737235055,1.0,0.272199922,100.0
"100_0.66_(-1000, 1000)",156,extremely sparse JL transform,"100_0.66_(-1000, 1000)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.679004605,1.0,2.527064571,200.0
"100_0.66_(-1000, 1000)",197,sparse JL transform,"100_0.66_(-1000, 1000)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.956608373,1.0,0.2112529,200.0
"100_0.66_(-1000, 1000)",223,sparse JL transform,"100_0.66_(-1000, 1000)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.751515163,1.0,0.257017592,100.0
"100_0.66_(-500, 500)",0,extremely sparse JL transform,"100_0.66_(-500, 500)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.028387996,1.0,0.731229513,200.0
"100_0.66_(-500, 500)",26,extremely sparse JL transform,"100_0.66_(-500, 500)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.120704578,1.0,0.834298076,200.0
"100_0.66_(-500, 500)",52,extremely sparse JL transform,"100_0.66_(-500, 500)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.244913915,1.0,0.638798021,200.0
"100_0.66_(-500, 500)",78,extremely sparse JL transform,"100_0.66_(-500, 500)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.350874531,1.0,1.652549196,200.0
"100_0.66_(-500, 500)",117,sparse JL transform,"100_0.66_(-500, 500)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.973263797,1.0,0.258679871,200.0
"100_0.66_(-500, 500)",145,sparse JL transform,"100_0.66_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.93630416,1.0,0.218311368,200.0
"100_0.66_(-500, 500)",156,extremely sparse JL transform,"100_0.66_(-500, 500)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.679430034,1.0,2.328644242,200.0
"100_0.66_(-500, 500)",197,sparse JL transform,"100_0.66_(-500, 500)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.851017943,1.0,0.216564192,200.0
"100_0.66_(-500, 500)",222,sparse JL transform,"100_0.66_(-500, 500)","(20000, 20000)","(20110, 88)","{'ep': 0.9, 'de': 0.05}",2.440414671,1.0,0.336425756,66.66666666666667
"100_0.99_(-100, 100)",1,extremely sparse JL transform,"100_0.99_(-100, 100)","(1000, 1000)","(1110, 2255)","{'ep': 0.05, 'de': 0.1}",0.029885293,0.84,0.523826175,83.64238847999998
"100_0.99_(-100, 100)",34,sparse JL transform,"100_0.99_(-100, 100)","(1000, 10000)","(1110, 1000)","{'ep': 0.05, 'de': 0.05}",0.586612736,1.0,0.380682686,200.0
"100_0.99_(-100, 100)",72,JL transform,"100_0.99_(-100, 100)","(1000, 20000)","(1110, 287)","{'ep': 0.5, 'de': 0.05}",0.377725499,1.0,0.243965656,200.0
"100_0.99_(-100, 100)",98,JL transform,"100_0.99_(-100, 100)","(10000, 1000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.089774531,0.82,0.320257211,74.14796863999997
"100_0.99_(-100, 100)",116,sparse JL transform,"100_0.99_(-100, 100)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.679122992,1.0,0.244388295,200.0
"100_0.99_(-100, 100)",153,JL transform,"100_0.99_(-100, 100)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.965529199,0.95,0.568951457,154.75618749999995
"100_0.99_(-100, 100)",166,sparse JL transform,"100_0.99_(-100, 100)","(20000, 1000)","(20110, 100)","{'ep': 0.1, 'de': 0.05}",0.115214529,0.83,0.271191495,78.78081285999998
"100_0.99_(-100, 100)",196,sparse JL transform,"100_0.99_(-100, 100)","(20000, 10000)","(20110, 88)","{'ep': 0.9, 'de': 0.05}",1.285774467,0.99,0.249135441,95.09900499
"100_0.99_(-100, 100)",223,sparse JL transform,"100_0.99_(-100, 100)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.788762434,1.0,0.337797992,100.0
"100_0.99_(-1000, 1000)",0,extremely sparse JL transform,"100_0.99_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.02616462,1.0,0.704188003,200.0
"100_0.99_(-1000, 1000)",26,extremely sparse JL transform,"100_0.99_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.122666052,1.0,0.571766918,200.0
"100_0.99_(-1000, 1000)",52,extremely sparse JL transform,"100_0.99_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.232051589,1.0,0.573988595,200.0
"100_0.99_(-1000, 1000)",78,extremely sparse JL transform,"100_0.99_(-1000, 1000)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.343877598,1.0,1.280497273,200.0
"100_0.99_(-1000, 1000)",116,sparse JL transform,"100_0.99_(-1000, 1000)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.846167393,1.0,0.243964663,200.0
"100_0.99_(-1000, 1000)",142,sparse JL transform,"100_0.99_(-1000, 1000)","(10000, 20000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",1.788357065,1.0,0.314215143,100.0
"100_0.99_(-1000, 1000)",156,extremely sparse JL transform,"100_0.99_(-1000, 1000)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.737547944,1.0,2.509502881,200.0
"100_0.99_(-1000, 1000)",194,sparse JL transform,"100_0.99_(-1000, 1000)","(20000, 10000)","(20110, 287)","{'ep': 0.5, 'de': 0.05}",1.917819689,1.0,0.375473667,100.0
"100_0.99_(-1000, 1000)",231,JL transform,"100_0.99_(-1000, 1000)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.909628689,1.0,0.251623307,100.0
"100_0.99_(-500, 500)",0,extremely sparse JL transform,"100_0.99_(-500, 500)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.015557357,1.0,0.533680958,200.0
"100_0.99_(-500, 500)",26,extremely sparse JL transform,"100_0.99_(-500, 500)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.122463449,1.0,0.631006593,200.0
"100_0.99_(-500, 500)",52,extremely sparse JL transform,"100_0.99_(-500, 500)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.245751774,1.0,0.628066572,200.0
"100_0.99_(-500, 500)",78,extremely sparse JL transform,"100_0.99_(-500, 500)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.322819454,1.0,1.386428827,200.0
"100_0.99_(-500, 500)",117,sparse JL transform,"100_0.99_(-500, 500)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.805816057,1.0,0.246430604,200.0
"100_0.99_(-500, 500)",145,sparse JL transform,"100_0.99_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.921402414,1.0,0.2299616,200.0
"100_0.99_(-500, 500)",156,extremely sparse JL transform,"100_0.99_(-500, 500)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.819939927,1.0,2.412117421,200.0
"100_0.99_(-500, 500)",205,JL transform,"100_0.99_(-500, 500)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.99233763,1.0,0.255071037,200.0
"100_0.99_(-500, 500)",223,sparse JL transform,"100_0.99_(-500, 500)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.77541848,1.0,0.184749801,100.0
"100_0_(-100, 100)",0,extremely sparse JL transform,"100_0_(-100, 100)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.033186021,1.0,0.605362342,200.0
"100_0_(-100, 100)",26,extremely sparse JL transform,"100_0_(-100, 100)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.121431425,1.0,0.799207322,200.0
"100_0_(-100, 100)",52,extremely sparse JL transform,"100_0_(-100, 100)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.243819383,1.0,0.587078959,200.0
"100_0_(-100, 100)",78,extremely sparse JL transform,"100_0_(-100, 100)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.336957248,1.0,1.878726384,200.0
"100_0_(-100, 100)",116,sparse JL transform,"100_0_(-100, 100)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.972845063,1.0,0.314810916,200.0
"100_0_(-100, 100)",142,sparse JL transform,"100_0_(-100, 100)","(10000, 20000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",1.857748918,1.0,0.305018921,100.0
"100_0_(-100, 100)",158,extremely sparse JL transform,"100_0_(-100, 100)","(20000, 1000)","(20110, 1575)","{'ep': 0.1, 'de': 0.05}",0.581618195,1.0,1.891907543,200.0
"100_0_(-100, 100)",205,JL transform,"100_0_(-100, 100)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.926372869,1.0,0.268291259,200.0
"100_0_(-100, 100)",223,sparse JL transform,"100_0_(-100, 100)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.804128508,0.99,0.32156862,95.09900499
"100_0_(-1000, 1000)",0,extremely sparse JL transform,"100_0_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.031078379,1.0,0.564121722,200.0
"100_0_(-1000, 1000)",26,extremely sparse JL transform,"100_0_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.118081261,1.0,0.709969388,200.0
"100_0_(-1000, 1000)",52,extremely sparse JL transform,"100_0_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.260708925,1.0,1.197164446,200.0
"100_0_(-1000, 1000)",78,extremely sparse JL transform,"100_0_(-1000, 1000)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.352342882,1.0,1.690677689,200.0
"100_0_(-1000, 1000)",117,sparse JL transform,"100_0_(-1000, 1000)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.869909923,1.0,0.263289243,200.0
"100_0_(-1000, 1000)",145,sparse JL transform,"100_0_(-1000, 1000)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.924760818,1.0,0.214971092,200.0
"100_0_(-1000, 1000)",156,extremely sparse JL transform,"100_0_(-1000, 1000)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.851661276,1.0,2.700810129,200.0
"100_0_(-1000, 1000)",194,sparse JL transform,"100_0_(-1000, 1000)","(20000, 10000)","(20110, 287)","{'ep': 0.5, 'de': 0.05}",1.750404682,1.0,0.292395513,100.0
"100_0_(-1000, 1000)",223,sparse JL transform,"100_0_(-1000, 1000)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.860371376,1.0,0.207583981,100.0
"100_0_(-500, 500)",0,extremely sparse JL transform,"100_0_(-500, 500)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.031602164,1.0,0.571905704,200.0
"100_0_(-500, 500)",26,extremely sparse JL transform,"100_0_(-500, 500)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.134811617,1.0,0.81104015,200.0
"100_0_(-500, 500)",52,extremely sparse JL transform,"100_0_(-500, 500)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.249848002,1.0,0.66064908,200.0
"100_0_(-500, 500)",78,extremely sparse JL transform,"100_0_(-500, 500)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.410714714,1.0,1.578994452,200.0
"100_0_(-500, 500)",116,sparse JL transform,"100_0_(-500, 500)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.880930694,1.0,0.295583248,200.0
"100_0_(-500, 500)",153,JL transform,"100_0_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.904212528,1.0,0.233150589,200.0
"100_0_(-500, 500)",156,extremely sparse JL transform,"100_0_(-500, 500)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.767014618,1.0,2.780577797,200.0
"100_0_(-500, 500)",197,sparse JL transform,"100_0_(-500, 500)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.908036304,1.0,0.241893041,200.0
"100_0_(-500, 500)",223,sparse JL transform,"100_0_(-500, 500)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.795996451,1.0,0.225910987,100.0
"500_0.33_(-100, 100)",0,extremely sparse JL transform,"500_0.33_(-100, 100)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.014668225,0.62,0.652455688,18.322656639999998
"500_0.33_(-100, 100)",27,extremely sparse JL transform,"500_0.33_(-100, 100)","(1000, 10000)","(1110, 3007)","{'ep': 0.05, 'de': 0.1}",0.120824169,0.93,0.755506181,139.13767386000004
"500_0.33_(-100, 100)",53,extremely sparse JL transform,"500_0.33_(-100, 100)","(1000, 20000)","(1110, 3233)","{'ep': 0.05, 'de': 0.1}",0.252115557,1.0,0.604425401,200.0
"500_0.33_(-100, 100)",102,PCA,"500_0.33_(-100, 100)","(10000, 1000)","(10110, 101)","{'n_components': 101, 'svd_solver': 'auto'}",2.122417207,0.75,0.283502726,15.820312500000002
"500_0.33_(-100, 100)",104,extremely sparse JL transform,"500_0.33_(-100, 100)","(10000, 10000)","(10110, 3949)","{'ep': 0.05, 'de': 0.05}",1.359802751,0.97,2.107931813,85.87340257
"500_0.33_(-100, 100)",130,extremely sparse JL transform,"500_0.33_(-100, 100)","(10000, 20000)","(10110, 4246)","{'ep': 0.05, 'de': 0.05}",2.582468866,1.0,2.771995975,66.66666666666667
"500_0.33_(-100, 100)",180,PCA,"500_0.33_(-100, 100)","(20000, 1000)","(20110, 201)","{'n_components': 201, 'svd_solver': 'auto'}",4.187595493,0.82,0.420714364,14.829593727999995
"500_0.33_(-100, 100)",182,extremely sparse JL transform,"500_0.33_(-100, 100)","(20000, 10000)","(20110, 4202)","{'ep': 0.05, 'de': 0.05}",2.999677563,0.99,3.876660008,63.399336659999996
"500_0.33_(-100, 100)",211,extremely sparse JL transform,"500_0.33_(-100, 100)","(20000, 20000)","(20110, 2190)","{'ep': 0.1, 'de': 0.1}",5.100441854,0.99,2.431660756,31.699668329999998
"500_0.33_(-1000, 1000)",0,extremely sparse JL transform,"500_0.33_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.015150151,1.0,0.472148527,200.0
"500_0.33_(-1000, 1000)",26,extremely sparse JL transform,"500_0.33_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.121081256,1.0,0.925774699,200.0
"500_0.33_(-1000, 1000)",52,extremely sparse JL transform,"500_0.33_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.243380459,1.0,0.554093517,200.0
"500_0.33_(-1000, 1000)",82,extremely sparse JL transform,"500_0.33_(-1000, 1000)","(10000, 1000)","(10110, 296)","{'ep': 0.5, 'de': 0.05}",0.120124976,1.0,0.237078606,200.0
"500_0.33_(-1000, 1000)",117,sparse JL transform,"500_0.33_(-1000, 1000)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.783622695,1.0,0.220694044,200.0
"500_0.33_(-1000, 1000)",142,sparse JL transform,"500_0.33_(-1000, 1000)","(10000, 20000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",1.968203618,1.0,0.360772008,100.0
"500_0.33_(-1000, 1000)",156,extremely sparse JL transform,"500_0.33_(-1000, 1000)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.733402696,1.0,2.652974755,200.0
"500_0.33_(-1000, 1000)",197,sparse JL transform,"500_0.33_(-1000, 1000)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.993221089,1.0,0.230778423,200.0
"500_0.33_(-1000, 1000)",231,JL transform,"500_0.33_(-1000, 1000)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.858350194,0.98,0.201544358,90.39207968
"500_0.33_(-500, 500)",0,extremely sparse JL transform,"500_0.33_(-500, 500)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.016210143,1.0,0.587982146,200.0
"500_0.33_(-500, 500)",26,extremely sparse JL transform,"500_0.33_(-500, 500)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.121613495,1.0,0.635485338,200.0
"500_0.33_(-500, 500)",52,extremely sparse JL transform,"500_0.33_(-500, 500)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.247283289,1.0,0.647639556,200.0
"500_0.33_(-500, 500)",78,extremely sparse JL transform,"500_0.33_(-500, 500)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.368751491,1.0,1.608725549,200.0
"500_0.33_(-500, 500)",116,sparse JL transform,"500_0.33_(-500, 500)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.870010313,1.0,0.259991716,200.0
"500_0.33_(-500, 500)",153,JL transform,"500_0.33_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.963871634,1.0,0.288818757,200.0
"500_0.33_(-500, 500)",156,extremely sparse JL transform,"500_0.33_(-500, 500)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.71006322,1.0,2.898290149,200.0
"500_0.33_(-500, 500)",197,sparse JL transform,"500_0.33_(-500, 500)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.990265293,1.0,0.253069141,200.0
"500_0.33_(-500, 500)",231,JL transform,"500_0.33_(-500, 500)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.919746086,0.99,0.314434664,95.09900499
"500_0.66_(-100, 100)",0,extremely sparse JL transform,"500_0.66_(-100, 100)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.01665421,0.56,0.449710506,11.014635520000004
"500_0.66_(-100, 100)",28,extremely sparse JL transform,"500_0.66_(-100, 100)","(1000, 10000)","(1110, 1567)","{'ep': 0.1, 'de': 0.05}",0.11419455,0.96,0.559892751,163.07453951999997
"500_0.66_(-100, 100)",55,extremely sparse JL transform,"500_0.66_(-100, 100)","(1000, 20000)","(1110, 1616)","{'ep': 0.1, 'de': 0.1}",0.234984017,0.97,0.392562235,171.74680514
"500_0.66_(-100, 100)",102,PCA,"500_0.66_(-100, 100)","(10000, 1000)","(10110, 101)","{'n_components': 101, 'svd_solver': 'auto'}",2.163705115,0.77,0.278777644,18.045227713333336
"500_0.66_(-100, 100)",104,extremely sparse JL transform,"500_0.66_(-100, 100)","(10000, 10000)","(10110, 3949)","{'ep': 0.05, 'de': 0.05}",1.391058728,0.94,2.475283905,73.39040223999997
"500_0.66_(-100, 100)",130,extremely sparse JL transform,"500_0.66_(-100, 100)","(10000, 20000)","(10110, 4246)","{'ep': 0.05, 'de': 0.05}",2.539100555,0.89,2.390092633,37.22706299333334
"500_0.66_(-100, 100)",156,extremely sparse JL transform,"500_0.66_(-100, 100)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.731656608,0.56,1.92058344,11.014635520000004
"500_0.66_(-100, 100)",182,extremely sparse JL transform,"500_0.66_(-100, 100)","(20000, 10000)","(20110, 4202)","{'ep': 0.05, 'de': 0.05}",2.918232705,0.96,3.769718994,54.35817984
"500_0.66_(-100, 100)",209,extremely sparse JL transform,"500_0.66_(-100, 100)","(20000, 20000)","(20110, 4381)","{'ep': 0.05, 'de': 0.1}",5.457118761,0.97,4.038681405,28.624467523333333
"500_0.66_(-1000, 1000)",0,extremely sparse JL transform,"500_0.66_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.018565741,1.0,0.599552506,200.0
"500_0.66_(-1000, 1000)",26,extremely sparse JL transform,"500_0.66_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.114916177,1.0,0.584656361,200.0
"500_0.66_(-1000, 1000)",52,extremely sparse JL transform,"500_0.66_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.239034363,1.0,0.710357395,200.0
"500_0.66_(-1000, 1000)",78,extremely sparse JL transform,"500_0.66_(-1000, 1000)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.33863396,1.0,1.534112108,200.0
"500_0.66_(-1000, 1000)",117,sparse JL transform,"500_0.66_(-1000, 1000)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.876971727,1.0,0.272626672,200.0
"500_0.66_(-1000, 1000)",144,sparse JL transform,"500_0.66_(-1000, 1000)","(10000, 20000)","(10110, 88)","{'ep': 0.9, 'de': 0.05}",1.270817978,1.0,0.196907735,100.0
"500_0.66_(-1000, 1000)",156,extremely sparse JL transform,"500_0.66_(-1000, 1000)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.702329844,1.0,2.223008138,200.0
"500_0.66_(-1000, 1000)",195,sparse JL transform,"500_0.66_(-1000, 1000)","(20000, 10000)","(20110, 221)","{'ep': 0.5, 'de': 0.1}",1.636122137,1.0,0.304814221,100.0
"500_0.66_(-1000, 1000)",222,sparse JL transform,"500_0.66_(-1000, 1000)","(20000, 20000)","(20110, 88)","{'ep': 0.9, 'de': 0.05}",2.427937632,1.0,0.345048206,66.66666666666667
"500_0.66_(-500, 500)",0,extremely sparse JL transform,"500_0.66_(-500, 500)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.015409816,1.0,0.525158514,200.0
"500_0.66_(-500, 500)",26,extremely sparse JL transform,"500_0.66_(-500, 500)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.124220939,1.0,0.998581134,200.0
"500_0.66_(-500, 500)",52,extremely sparse JL transform,"500_0.66_(-500, 500)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.246195328,1.0,0.700939772,200.0
"500_0.66_(-500, 500)",81,extremely sparse JL transform,"500_0.66_(-500, 500)","(10000, 1000)","(10110, 1433)","{'ep': 0.1, 'de': 0.1}",0.214664363,1.0,0.722555907,200.0
"500_0.66_(-500, 500)",117,sparse JL transform,"500_0.66_(-500, 500)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.764864371,1.0,0.308310664,200.0
"500_0.66_(-500, 500)",153,JL transform,"500_0.66_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.951419597,0.97,0.22876491,171.74680514
"500_0.66_(-500, 500)",160,extremely sparse JL transform,"500_0.66_(-500, 500)","(20000, 1000)","(20110, 315)","{'ep': 0.5, 'de': 0.05}",0.241226884,1.0,0.399026243,200.0
"500_0.66_(-500, 500)",195,sparse JL transform,"500_0.66_(-500, 500)","(20000, 10000)","(20110, 221)","{'ep': 0.5, 'de': 0.1}",1.85259009,1.0,0.368279037,100.0
"500_0.66_(-500, 500)",222,sparse JL transform,"500_0.66_(-500, 500)","(20000, 20000)","(20110, 88)","{'ep': 0.9, 'de': 0.05}",2.243245746,1.0,0.262544586,66.66666666666667
"500_0.99_(-100, 100)",0,extremely sparse JL transform,"500_0.99_(-100, 100)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.034003501,0.82,0.798529824,74.14796863999997
"500_0.99_(-100, 100)",43,JL transform,"500_0.99_(-100, 100)","(1000, 10000)","(1110, 1000)","{'ep': 0.05, 'de': 0.1}",0.687898067,0.93,0.503213204,139.13767386000004
"500_0.99_(-100, 100)",54,extremely sparse JL transform,"500_0.99_(-100, 100)","(1000, 20000)","(1110, 1685)","{'ep': 0.1, 'de': 0.05}",0.234441289,0.83,0.354072892,78.78081285999998
